"Photo.Order","Timepoint","Site","Photo.Rep","Photo.Name","ROI.Type","ROI.Rep","ROI.LabelCode","Area","StdDev","Mode","Perim.","Feret","MinFeret","Cal.Length","Mod_Bleached","Sev_Bleached","Partial_Mortality","Cal.nums","Cal.Length.mean","Diameter.circular","Volume.spherical","Geom.Mean.D"
"13","2016_during-bleaching","Northwest","3","IMG_6145.JPG","Pa","1","bb",29.6661800038584,40.172,232,20.7937195390647,7.31206182115968,5.37137518416041,0,"FALSE","TRUE","FALSE","2",264.3755,6.1459054273674,121.550357796648,6.26704295591021
"13","2016_during-bleaching","Northwest","3","IMG_6145.JPG","Pa","2","bb",26.3640558925054,36.094,163,20.0986853925572,7.14933872465489,5.61190428008647,0,"FALSE","TRUE","FALSE","2",264.3755,5.79376893929556,101.831498762567,6.33414592416995
"14","2016_during-bleaching","Northwest","4","IMG_6152.JPG","Pa","1","bbpm",186.034867663839,47.76,116,92.9715130579802,25.8805031973089,17.6213495506688,0,"FALSE","TRUE","TRUE","4",298.6105,15.3904824553739,1908.77757791208,21.3553130013817
"14","2016_during-bleaching","Northwest","4","IMG_6152.JPG","Pa","2","bb",14.2853569018228,49.16,235,14.3172460445966,5.13729423446262,3.48279782526067,0,"FALSE","TRUE","FALSE","4",298.6105,4.26481902524084,40.6163079314997,4.22991219619398
"14","2016_during-bleaching","Northwest","4","IMG_6152.JPG","Pa","3","b",305.136703770801,42.633,90,84.396998765951,23.399880446267,20.5944198211382,0,"TRUE","FALSE","FALSE","4",298.6105,19.7107107378482,4009.64086901781,21.9523794080474
"14","2016_during-bleaching","Northwest","4","IMG_6152.JPG","Pa","4",NA,101.255793998413,33.033,67,37.2889767774409,13.3930320601586,9.6190522436418,0,"FALSE","FALSE","FALSE","4",298.6105,11.3544212116839,766.467290120978,11.3502544062869
"14","2016_during-bleaching","Northwest","4","IMG_6152.JPG","Pa","5","b",12.0255834556639,35.57,111,14.2868050520662,4.69819380095476,3.93298293261623,0,"TRUE","FALSE","FALSE","4",298.6105,3.9129845903433,31.3706151679333,4.29859465794095
"14","2016_during-bleaching","Northwest","4","IMG_6152.JPG","Pa","6",NA,31.9833642238252,24.72,103,26.0119118383312,8.72534622861554,6.63948521569067,0,"FALSE","FALSE","FALSE","4",298.6105,6.38141709210753,136.066124747346,7.61129471815901
"14","2016_during-bleaching","Northwest","4","IMG_6152.JPG","Pa","7","b",51.431995044316,35.292,131,31.0832673331983,10.9246325899458,6.896040159338,0,"TRUE","FALSE","FALSE","4",298.6105,8.09229571599098,277.468608774658,8.67967194462318
"15","2016_during-bleaching","Northwest","5","IMG_6153.JPG","Pa","1","bb",8.49824654837643,52.23,240,11.5726792564534,3.97282175636302,3.20170449167288,0,"FALSE","TRUE","FALSE","4",290.5265,3.28942298379244,18.6362183454428,3.56648303822732
"15","2016_during-bleaching","Northwest","5","IMG_6153.JPG","Pa","7",NA,40.1655589687798,21.253,72,23.4846390948846,8.64217205659381,6.53455020454244,0,"FALSE","FALSE","FALSE","4",290.5265,7.15125010158662,191.489305103847,7.51483247851248
"15","2016_during-bleaching","Northwest","5","IMG_6153.JPG","Pa","2","bb",13.5808448604544,36.683,96,13.7030184854049,5.11753661025758,3.57247961889879,0,"FALSE","TRUE","FALSE","4",290.5265,4.15832523105682,37.6490465615305,4.27578007375422
"15","2016_during-bleaching","Northwest","5","IMG_6153.JPG","Pa","3","b",26.6048549407976,35.048,135,19.4895474251058,6.65309360763992,5.40966142503352,0,"TRUE","FALSE","FALSE","4",290.5265,5.82016781481137,103.229813629437,5.99924860681625
"15","2016_during-bleaching","Northwest","5","IMG_6153.JPG","Pa","4","b",201.080147627226,42.781,59,67.003836138872,22.3473590188847,14.230130470026,0,"TRUE","FALSE","FALSE","4",290.5265,16.0007248467114,2144.95207621291,17.832718090612
"15","2016_during-bleaching","Northwest","5","IMG_6153.JPG","Pa","5","b",374.344620855626,39.972,97,70.5031382679377,24.7071781747964,19.9309185220625,0,"TRUE","FALSE","FALSE","4",290.5265,21.8318660364219,5448.42774265013,22.1909160494097
"15","2016_during-bleaching","Northwest","5","IMG_6153.JPG","Pa","6",NA,178.533078052132,30.86,50,49.8681875835767,17.6258964328555,12.7010789033014,0,"FALSE","FALSE","FALSE","4",290.5265,15.0769816282724,1794.49329188728,14.9622157896188
"16","2016_during-bleaching","Northwest","6","IMG_6154.JPG","Pa","1","b",142.320751388562,44.147,238,49.7228323155326,17.7506217447164,11.2201389141183,0,"TRUE","FALSE","FALSE","4",302.777,13.4613672672704,1277.22126946355,14.1125632607152
"16","2016_during-bleaching","Northwest","6","IMG_6154.JPG","Pa","2","bpm",106.528671197857,51.521,103,50.2953989239605,17.5576744600812,10.7120421960717,0,"TRUE","FALSE","TRUE","4",302.777,11.6463091499926,827.110558738769,13.7141733138122
"16","2016_during-bleaching","Northwest","6","IMG_6154.JPG","Pa","3","b",94.5078031099144,45.27,101,35.1784316510171,11.7737807032899,10.0472294791216,0,"TRUE","FALSE","FALSE","4",302.777,10.969552051273,691.138843643777,10.8762988448648
"17","2016_during-bleaching","Northwest","7","IMG_6161.JPG","Pa","1","bpm",398.965464742208,47.077,117,94.529717426137,33.6416471578723,20.1205967944014,0,"TRUE","FALSE","TRUE","4",300.5055,22.5383807469264,5994.69036615622,26.0171101001451
"18","2016_during-bleaching","Northwest","8","\IMG_6165.JPG","Pa","1",NA,107.990449116813,NA,NA,NA,NA,NA,0,"FALSE","FALSE","FALSE","4",272.611,11.7259417647043,844.19314499201,NA
"19","2016_during-bleaching","Northwest","9","IMG_6179.JPG","Pa","1","bbpm",42.9801751195031,45.264,136,27.3524206077835,9.58412396847885,7.05514957299867,0,"FALSE","TRUE","TRUE","4",321.33975,7.397571128539,211.965935042391,8.22298170518334
"19","2016_during-bleaching","Northwest","9","IMG_6179.JPG","Pa","2","bpm",569.843462813311,43.414,121,98.5808634008087,31.1487140946615,25.8284572636905,0,"TRUE","FALSE","TRUE","4",321.33975,26.9359839464373,10232.8629108811,28.3641187208924
"19","2016_during-bleaching","Northwest","9","IMG_6179.JPG","Pa","3",NA,36.8606256145316,34.349,92,22.898816595208,8.35094319952636,6.07786618368876,0,"FALSE","FALSE","FALSE","4",321.33975,6.85072304038775,168.347958120386,7.12431858315635
"20","2016_during-bleaching","Northwest","10","IMG_6209.JPG","Pa","1","bb",9.38217808840857,34.35,202,12.223454149797,4.76891734893,2.65784256277694,0,"FALSE","TRUE","FALSE","4",320.41025,3.45626390165878,21.6181889639337,3.5602010488667
"20","2016_during-bleaching","Northwest","10","IMG_6209.JPG","Pa","2","b",21.5618660885602,38.293,96,20.6548635694395,6.86086041254922,4.94278819107691,0,"TRUE","FALSE","FALSE","4",320.41025,5.23960118350996,75.3170527175357,5.82338216398129
"20","2016_during-bleaching","Northwest","10","IMG_6209.JPG","Pa","3","b",138.307253610167,50.088,61,52.267741122514,18.288553502892,12.1947097510145,0,"TRUE","FALSE","FALSE","4",320.41025,13.2702021318509,1223.57680780539,14.9339747466529
"20","2016_during-bleaching","Northwest","10","IMG_6209.JPG","Pa","4","b",10.8189215145301,31.892,82,13.1145305120545,5.07602362908178,2.83127646509436,0,"TRUE","FALSE","FALSE","4",320.41025,3.7114793147323,26.7694689392605,3.79099277726588
"20","2016_during-bleaching","Northwest","10","IMG_6209.JPG","Pa","5","b",668.048678739604,46.268,76,124.341122045877,35.2190355957714,29.328899434397,0,"TRUE","FALSE","FALSE","4",320.41025,29.1648074840096,12989.0074035917,32.1393147587939
"21","2016_post-bleaching","North","1","IMG_5141.JPG","Pa","1",NA,179.889537946161,23.748,79,68.7978168658596,21.9286637633705,13.9783106069729,0,"FALSE","FALSE","FALSE","4",313.49425,15.1341492459004,1814.98341003551,17.5078746077376
"21","2016_post-bleaching","North","1","IMG_5141.JPG","Pa","2",NA,6.92927747938751,18.584,77,10.0338682447924,3.70695794260979,2.64757647070082,0,"FALSE","FALSE","FALSE","4",313.49425,2.97029124888435,13.7213148387441,3.13280299839157
"21","2016_post-bleaching","North","1","IMG_5141.JPG","Pa","3",NA,3.11359604800672,23.204,68,7.37720069825842,2.37532267338237,1.96408706060797,0,"FALSE","FALSE","FALSE","4",313.49425,1.99106846056415,4.13292192674891,2.15993993609985
"21","2016_post-bleaching","North","1","IMG_5141.JPG","Pa","4",NA,1.87324520404588,18.133,77,5.35084774282144,1.93716471673723,1.39801607206512,0,"FALSE","FALSE","FALSE","4",313.49425,1.54437361761223,1.92866031496473,1.64565713568657
"22","2016_post-bleaching","North","2","IMG_5143.JPG","Pa","1",NA,16.3846324895417,20.171,59,24.4199188788746,6.19742542403684,5.01233641062431,313.517,"FALSE","FALSE","FALSE","4",315.02275,4.56744589586313,49.8906149463886,5.57347118993439
"22","2016_post-bleaching","North","2","IMG_5143.JPG","Pa","2",NA,58.1251387388827,19.772,63,39.9483529364149,11.1192286906263,8.49471982579036,313.517,"FALSE","FALSE","FALSE","4",315.02275,8.60274521217286,333.357172661871,9.71878245490454
"22","2016_post-bleaching","North","2","IMG_5143.JPG","Pa","3",NA,89.6398608243941,21.447,56,57.7116414608151,14.7654415435076,10.0128324065484,313.517,"FALSE","FALSE","FALSE","4",315.02275,10.6833054616151,638.433343149111,12.1591073514395
"22","2016_post-bleaching","North","2","IMG_5143.JPG","Pa","4",NA,53.1966493473483,20.96,76,36.8934942000221,10.6220582481741,8.06763955936516,313.517,"FALSE","FALSE","FALSE","4",315.02275,8.2299500360849,291.870510810537,9.25715600629322
"22","2016_post-bleaching","North","2","IMG_5143.JPG","Pa","5",NA,191.196367640259,15.572,48,83.7669660365799,19.8215525704096,14.4582891235633,313.517,"FALSE","FALSE","FALSE","4",315.02275,15.6025246703635,1988.76402866069,16.9288433728029
"22","2016_post-bleaching","North","2","IMG_5143.JPG","Pa","6",NA,163.889654489331,20.608,108,69.1166907786819,17.3869982406033,13.7052641436214,313.517,"FALSE","FALSE","FALSE","4",315.02275,14.4454418094013,1578.30564472568,15.4367549553702
"23","2016_post-bleaching","North","3","IMG_5144.JPG","Pa","1",NA,78.9807897834555,21.005,83,56.2304857131159,12.1568965652416,10.716892244462,319.077,"FALSE","FALSE","FALSE","4",286.98525,10.0280339462285,528.014694032284,11.4142082737597
"24","2016_post-bleaching","North","4","IMG_5149.JPG","Pa","1",NA,29.3524282945753,22.145,103,28.7470974690361,11.1335875067313,4.46359504577275,306.452,"FALSE","FALSE","FALSE","4",290.15625,6.11331926523199,119.627176916379,7.04952665338058
"24","2016_post-bleaching","North","4","IMG_5149.JPG","Pa","2",NA,35.2925178826771,22.034,95,22.4867808292946,7.44443726440495,6.14124286483576,306.452,"FALSE","FALSE","FALSE","4",290.15625,6.70341923211561,157.720362083014,6.7615158975443
"24","2016_post-bleaching","North","4","IMG_5149.JPG","Pa","3","pm",54.6664033598873,24.452,103,49.7553301023156,13.1924092622509,7.26163920301562,306.452,"FALSE","FALSE","TRUE","4",290.15625,8.34286680501683,304.049681293909,9.78767164758748
"24","2016_post-bleaching","North","4","IMG_5149.JPG","Pa","4",NA,59.9009514132295,17.267,90,30.8476553581045,10.8066602046311,7.76922778675283,306.452,"FALSE","FALSE","FALSE","4",290.15625,8.73317010635791,348.750132149609,9.16293646948488
"24","2016_post-bleaching","North","4","IMG_5149.JPG","Pa","5",NA,4.06339661685587,18.718,97,7.57195476575121,2.79139256865913,1.90680021540118,319.077,"FALSE","FALSE","FALSE","4",290.15625,2.2745718846684,6.16165846730471,2.30708212926816
"24","2016_post-bleaching","North","4","IMG_5149.JPG","Pa","7",NA,39.5946583522041,14.303,72,25.6052040926225,8.50789876144319,6.99816047388261,319.077,"FALSE","FALSE","FALSE","4",290.15625,7.10024540240017,187.421193949895,7.71619341567631
"25","2016_post-bleaching","North","5","IMG_5150.JPG","Pa","1",NA,27.568301556796,18.921,99,21.7254383553118,7.06218236620877,5.38859744419769,319.077,"FALSE","FALSE","FALSE","4",317.33675,5.92461405690671,108.887697952291,6.16889437816944
"25","2016_post-bleaching","North","5","IMG_5150.JPG","Pa","2",NA,109.574118110478,19.741,96,62.4775416020994,14.2121579048125,12.9928222936675,319.077,"FALSE","FALSE","FALSE","4",317.33675,11.811608707443,862.831071722738,13.5888204810709
"25","2016_post-bleaching","North","5","IMG_5150.JPG","Pa","3",NA,15.193250263633,13.375,68,16.4727533133178,5.74197599238033,4.11950396542474,319.077,"FALSE","FALSE","FALSE","4",317.33675,4.39825500041953,44.5491926297661,4.86354735455351
"25","2016_post-bleaching","North","5","IMG_5150.JPG","Pa","4",NA,41.457712761857,15.668,69,34.6602780799892,11.2247320866556,5.72139848284197,319.077,"FALSE","FALSE","FALSE","4",317.33675,7.26536986826328,200.803744738074,8.01381089937233
"25","2016_post-bleaching","North","5","IMG_5150.JPG","Pa","6",NA,19.5416975122898,16.565,77,20.1664320315879,7.54356373789043,4.0331288449888,319.077,"FALSE","FALSE","FALSE","4",317.33675,4.98811207210705,64.9841181803445,5.51581041237799
"25","2016_post-bleaching","North","5","IMG_5150.JPG","Pa","5",NA,11.7464678018637,19.063,77,13.6542017273448,4.39785180884344,3.87200663018072,319.077,"FALSE","FALSE","FALSE","4",317.33675,3.86730750216364,30.2848020360474,4.12656168770007
"27","2016_post-bleaching","North","7","IMG_5153.JPG","Pa","1",NA,104.218093646213,22.459,78,47.5041547490791,13.6181268028607,11.0150090564193,318.901,"FALSE","FALSE","FALSE","4",307.93075,11.5193141335442,800.347306073239,12.2476034416933
"27","2016_post-bleaching","North","7","IMG_5153.JPG","Pa","2","pm",94.5841870326579,31.331,74,46.1643080465332,14.0640062741379,10.6622674091496,318.901,"FALSE","FALSE","TRUE","4",307.93075,10.9739841095478,691.976910340588,12.2455786200088
"27","2016_post-bleaching","North","7","IMG_5153.JPG","Pa","3",NA,15.7802019330738,21.995,81,15.766759247006,5.48938357081909,4.31915292642908,318.901,"FALSE","FALSE","FALSE","4",307.93075,4.48240751439401,47.15553048231,4.86923886394937
"27","2016_post-bleaching","North","7","IMG_5153.JPG","Pa","4",NA,265.406481245822,24.841,71,65.9755155988806,22.3752580734467,16.71262126306,318.901,"FALSE","FALSE","FALSE","4",307.93075,18.3827644099355,3252.60321174127,19.3377665164501
"27","2016_post-bleaching","North","7","IMG_5153.JPG","Pa","5",NA,181.632096379441,18.477,50,69.2211479366708,22.7688205870963,12.6992838487225,319.077,"FALSE","FALSE","FALSE","4",307.93075,15.2072735131401,1841.41931227145,17.0043440195784
"27","2016_post-bleaching","North","7","IMG_5153.JPG","Pa","6",NA,144.210143202057,42.733,69,51.9475563905196,19.6740988030588,9.8723495461236,319.077,"FALSE","FALSE","FALSE","4",307.93075,13.550426453687,1302.7392928901,13.9366272960415
"27","2016_post-bleaching","North","7","IMG_5153.JPG","Pa","7",NA,35.3591265396043,12.857,46,27.0177953971794,9.49353060712514,5.74216767893431,0,"FALSE","FALSE","FALSE","4",307.93075,6.70974203509485,158.167078444681,7.38332205793622
"27","2016_post-bleaching","North","7","IMG_5153.JPG","Pa","8",NA,36.0646638712375,19.904,70,24.7274752521468,9.96850752969621,5.43268251059694,0,"FALSE","FALSE","FALSE","4",307.93075,6.7763527216668,162.924588786572,7.35905812678053
"27","2016_post-bleaching","North","7","IMG_5153.JPG","Pa","9",NA,30.4636044268376,19.153,86,21.3388562201079,7.19343553704851,5.68566146771636,0,"FALSE","FALSE","FALSE","4",307.93075,6.22795839994286,126.484040721773,6.39526694153561
"28","2016_post-bleaching","North","8","IMG_5154.JPG","Pa","1",NA,53.6340444355745,12.728,64,27.9538989578189,9.48925621901433,7.60445255793889,0,"FALSE","FALSE","FALSE","4",319.906,8.26371504345693,295.477639895796,8.49473947379324
"28","2016_post-bleaching","North","8","IMG_5154.JPG","Pa","2",NA,34.2339766947904,17.756,64,25.2901789900783,8.36542609391509,6.62847836551987,0,"FALSE","FALSE","FALSE","4",319.906,6.60212487774574,150.677992800562,7.44647875722959
"28","2016_post-bleaching","North","8","IMG_5154.JPG","Pa","3",NA,8.62322946572072,23.925,66,14.074634423862,5.53031202915857,2.28192031409226,0,"FALSE","FALSE","FALSE","4",319.906,3.31352331500491,19.0488479235353,3.55242612345503
"28","2016_post-bleaching","North","8","IMG_5154.JPG","Pa","4",NA,67.3735605282089,10.748,46,38.7709827261758,13.6955230598988,7.78891299319175,0,"FALSE","FALSE","FALSE","4",319.906,9.26189405759555,416.004519930181,10.3282736945631
"28","2016_post-bleaching","North","8","IMG_5154.JPG","Pa","5",NA,166.415137345885,21.492,29,54.653960851,18.2711171406601,12.6511850356042,0,"FALSE","FALSE","FALSE","4",319.906,14.5563159388395,1614.92754414138,15.2036602090974
"28","2016_post-bleaching","North","8","IMG_5154.JPG","Pa","6",NA,43.3848598615298,13.114,44,31.3415190712272,9.76027333029077,6.84382287296893,0,"FALSE","FALSE","FALSE","4",319.906,7.43231587181902,214.966655030328,8.17297876323392
"29","2016_post-bleaching","North","9","IMG_5164.JPG","Pa","1",NA,149.317577633854,14.959,46,53.4674728855052,16.2591412996373,13.4384937424294,327.954,"FALSE","FALSE","FALSE","4",304.01175,13.7882937511313,1372.55641508195,14.7816903164845
"29","2016_post-bleaching","North","9","IMG_5164.JPG","Pa","2",NA,30.3300653331221,20.403,77,22.5024526190188,7.96130412722535,5.62001304225906,327.954,"FALSE","FALSE","FALSE","4",304.01175,6.21429308743418,125.653276894032,6.68899342415563
"29","2016_post-bleaching","North","9","IMG_5164.JPG","Pa","3",NA,23.3999829822857,14.025,46,18.0165075856443,6.48136132896179,4.71198892805952,327.954,"FALSE","FALSE","FALSE","4",304.01175,5.45836822495295,85.1504823832986,5.52631005471292
"29","2016_post-bleaching","North","9","IMG_5164.JPG","Pa","4",NA,58.9267985934824,12.905,56,37.5807514018784,10.9342813230081,8.37273559327888,327.954,"FALSE","FALSE","FALSE","4",304.01175,8.66186643939204,340.277372745133,9.56816839421601
"29","2016_post-bleaching","North","9","IMG_5164.JPG","Pa","5",NA,23.3274903175697,18.2,70,20.044258157785,6.30080909701681,5.21275904631976,327.954,"FALSE","FALSE","FALSE","4",304.01175,5.44990671037187,84.7550973452386,5.73102081828431
"30","2016_post-bleaching","North","10","IMG_5168.JPG","Pa","1",NA,75.3165759575793,25.098,95,36.9068045598778,14.4981520883069,7.41045039229753,318.19,"FALSE","FALSE","FALSE","4",285.0515,9.79265249476563,491.699370298796,10.3652224689286
"30","2016_post-bleaching","North","10","IMG_5168.JPG","Pa","2",NA,12.273803261952,8.687,57,13.4082788548736,4.68490781490362,3.51048845559487,318.19,"FALSE","FALSE","FALSE","4",285.0515,3.95316223767969,32.3468903785723,4.05540562702985
"30","2016_post-bleaching","North","10","IMG_5168.JPG","Pa","3",NA,119.173916080202,18.108,62,45.3761513270409,16.063798997725,11.2535103305894,318.19,"FALSE","FALSE","FALSE","4",285.0515,12.3181550020392,978.668513650631,13.4452269586426
"30","2016_post-bleaching","North","10","IMG_5168.JPG","Pa","4",NA,52.5350285614103,13.88,52,29.9721278435651,11.3954495941961,6.85942715614547,318.19,"FALSE","FALSE","FALSE","4",285.0515,8.17861087521462,286.442370614707,8.84116827138336
"30","2016_post-bleaching","North","10","IMG_5168.JPG","Pa","6","pm",82.257742146029,22.83,68,38.6758533107175,13.668477450566,9.42998019656097,318.19,"FALSE","FALSE","TRUE","4",285.0515,10.2339537892719,561.214621288202,11.3531260750499
"30","2016_post-bleaching","North","10","IMG_5168.JPG","Pa","5",NA,38.1505692687506,24.175,93,28.7482437384122,9.93423995313128,5.49991843579143,318.19,"FALSE","FALSE","FALSE","4",285.0515,6.96956336129684,177.261873192068,7.39171897895222
"30","2016_post-bleaching","North","10","IMG_5168.JPG","Pa","7",NA,20.4296735333804,19.185,91,20.2718105324827,7.90102841065562,3.87449285479992,318.19,"FALSE","FALSE","FALSE","4",285.0515,5.10018315639049,69.4633845636691,5.53285442810999
"30","2016_post-bleaching","North","10","IMG_5168.JPG","Pa","8",NA,18.9675981021963,15.458,63,19.007863491334,7.10769808262717,4.2503898418356,318.19,"FALSE","FALSE","FALSE","4",285.0515,4.91429506362408,62.1415824816193,5.49640680165077
"31","2016_post-bleaching","Northwest","1","IMG_4152.JPG","Pa","1","pm",294.645979446054,27.603,85,61.6919337657926,20.9011730485742,18.5944523409855,302.576,"FALSE","FALSE","TRUE","4",303.227,19.3689161474756,3804.64884605429,19.7141032289679
"32","2016_post-bleaching","Northwest","2","IMG_4157.JPG","Pa","1",NA,70.1023669546512,26.401,65,30.6742414133162,10.697252065914,8.63872624483725,302.576,"FALSE","FALSE","FALSE","4",307.249,9.44759788444647,441.532649156968,9.61304489584078
"33","2016_post-bleaching","Northwest","3","IMG_4170.JPG","Pa","1",NA,216.522357074962,22.688,108,60.7466013542472,20.4207163450852,15.3631868944093,302.576,"FALSE","FALSE","FALSE","3",313.433666666667,16.6037594341495,2396.72341932512,17.7123482838178
"34","2016_post-bleaching","Northwest","4","IMG_4179.JPG","Pa","1",NA,96.9407287223672,26.753,83,44.15255485201,16.8877072433372,8.29769006916043,302.576,"FALSE","FALSE","FALSE","4",307.29275,11.1098501027134,717.997976635537,11.8376078953447
"38","2016_post-bleaching","Northwest","8","IMG_4191.JPG","Pa","1",NA,582.18081388823,27.963,63,96.3816231067522,33.0717303980385,24.6762307197385,302.576,"FALSE","FALSE","FALSE","4",287.535,27.2260102554266,10566.9738729557,28.5672128427501
"39","2016_post-bleaching","Northwest","9","IMG_4204.JPG","Pa","1",NA,381.141276779339,27.329,55,73.3749204967697,24.8763766611991,20.7730391992769,302.576,"FALSE","FALSE","FALSE","4",298.73,22.0291657973312,5597.48291891903,22.732310650681
"40","2016_post-bleaching","Northwest","10","IMG_4208.JPG","Pa","1","pm",349.410700605198,23.275,102,78.1021806245688,31.9442682816344,15.7501167320599,0,"FALSE","FALSE","TRUE","4",286.982,21.0922621206014,4913.24138993855,22.4304693298196
"40","2016_post-bleaching","Northwest","10","IMG_4208.JPG","Pa","2","pm",2210.15229731387,30.434,83,327.872305580141,79.5087496776801,54.4095796948938,0,"FALSE","FALSE","TRUE","4",286.982,53.0476512658882,78162.2588749387,65.7726208389866
